Country,City,AccentCity,Region,Population,Latitude,Longitude
hr,abacija,Abacija,12,,45.3391667,14.3083333
hr,abram,Abram,15,,43.7263889,16.6313889
hr,abrega,Abrega,04,,45.2916667,13.6133333
hr,ada,Ada,10,,45.4055556,18.6836111
hr,ada,Ada,17,,45.9333333,17.5
hr,adamovec,Adamovec,21,,45.9038889,16.1719444
hr,adamovici,Adamovici,14,,45.1516667,16.3797222
hr,adici,Adici,08,,44.3669444,15.4086111
hr,adzamovci,Adzamovci,02,,45.2477778,17.465
hr,ajduci,Ajduci,03,,43.2369444,17.28
hr,alaginci,Alaginci,11,,45.3625,17.7058333
hr,alavanja,Alavanja,20,,44.0491667,15.6033333
hr,alsodaruvar,AlsÛdaruv·r,01,,45.6136111,17.2308333
hr,alsodomboru,AlsÛdomboru,16,,46.3147222,16.8119444
hr,alt-jankowitz,Alt-Jankowitz,18,,45.2619444,18.9144444
hr,andrasevac,Andrasevac,07,,46.0,15.95
hr,apatovac,Apatovac,06,,46.1455556,16.5741667
hr,arapovac,Arapovac,05,,45.0986111,15.6588889
hr,babici,Babici,13,,44.0547222,16.0283333
hr,badlican,Badlican,09,,46.4333333,16.3
hr,monospitovo,Monospitovo,00,,41.4166667,22.7666667
ht,abacou,Abacou,12,,18.0380556,-73.7925
ht,abeille,Abeille,07,,18.7666667,-72.0166667
ht,abeille,Abeille,08,,18.5641667,-73.8463889
ht,abicot,Abicot,11,,18.85,-73.0166667
ht,abord,Abord,09,,19.6833333,-72.25
ht,abricot,Abricot,03,,19.8222222,-73.1333333
ht,abricot,Abricot,10,,19.15,-71.7833333
ht,abricot,Abricot,13,,18.2833333,-72.6833333
ht,achien,Achien,06,,19.05,-72.4666667
hu,a-akna,¡-akna,12,,47.716667,18.733333
hu,aba,Aba,08,4479,47.029072,18.521721
hu,abadi ret,Ab·di RÈt,20,,47.5,20.616667
hu,abaliget,Abaliget,02,,46.142575,18.116832
hu,abapuszta,Abapuszta,18,,47.707941,21.871019
hu,abasar,Abas·r,11,3189,47.797049,20.003236
hu,abaujalpar,Aba˙jalp·r,04,,48.316667,21.233333
hu,abda,Abda,09,2997,47.694641,17.544885
hu,abony,Abony,16,16342,47.1899,20.004759
hu,abrahamhegy,¡brah·mhegy,23,,46.809985,17.555613
hu,acs,¡cs,01,,46.683333,19.166667
hu,acsad,Acs·d,22,,47.32493,16.733496
hu,acsas,¡cs·s,10,,47.15,21.516667
hu,adamhegy,¡d·mhegy,24,,46.483333,17.05
hu,adand,¡d·nd,17,2306,46.85931,18.164423
hu,adorjanpuszta,Adorj·npuszta,21,,46.634094,18.337436
hu,adrienne-puszta,AdrÌenne-puszta,14,,47.834285,19.404484
hu,adyliget,Adyliget,05,,47.55,18.933333
hu,ago,¡gÛ,13,,48.1,20.583333
hu,agostonhalom,¡gostonhalom,06,,46.266667,20.433333
hu,agraregyetem,Agr·regyetem,07,,47.6,21.65
hu,akaszto,AkasztÛ,03,,47.133333,21.083333
hu,algyo,Algyo,19,,46.25,20.166667
hu,alsogyukes,AlsÛgy¸kÈs,15,,46.116667,18.283333
hu,gyirmot,GyirmÛt,25,,47.687281,17.637616
id,aa,Aa,38,,-3.0893,119.9104
id,aalanganjar,Aalanganjar,08,,-7.4009,112.796
id,aan,Aan,36,,-6.933333,139.966667
id,aargasi,Aargasi,39,,-1.6,132.066667
id,aas,Aas,02,,-8.3741,115.7066
id,aaya,Aaya,22,,-3.8048,122.4385
id,aba,Aba,17,,-8.7747,116.2808
id,abab,Abab,32,,-3.3,103.833333
id,abad,Abad,18,,-8.990278,124.871389
id,abadi 1,Abadi 1,34,,.6892,122.4885
id,abaga,Abaga,41,,-3.5103,118.9472
id,abai,Abai,24,,-1.333333,101.366667
id,abaja,Abaja,01,,2.5909,95.9898
id,abajarang,Abajarang,21,,.7523,120.1808
id,abak,Abak,31,,.6518,124.1972
id,abal,Abal,28,,-7.05,131.933333
id,abdimulyo,Abdimulyo,07,,-7.750833,110.668889
id,abdinegara,Abdinegara,30,,-6.955,107.754444
id,aberparemna,Aberparemna,00,,-10.033333,134.983333
id,aboh,Aboh,33,,-6.3105,106.1744
id,ackgadang,Ackgadang,26,,.8,99.566667
id,adas,Adas,14,,-.25,115.35
id,adi,Adi,29,,-.466667,127.9
id,adiluwih,Adiluwih,15,,-5.217924,105.02589
id,adon,Adon,11,,-1.066667,110.066667
id,adur,Adur,13,,-3.333333,114.25
id,aektangoen,Aektangoen,37,,.9,100.15
id,airabek,Airabek,35,,-1.666667,105.916667
id,airberau,Airberau,03,,-2.8,101.433333
id,airkloebi,Airkloebi,40,,.016667,104.5
id,airliki,Airliki,05,,-1.95,101.766667
id,alabio,Alabio,12,,-2.466667,115.2
id,alangalangombo,Alangalangombo,10,,-8.034167,110.458611
id,alastua,Alastua,04,,-6.171667,106.689722
ie,aasleagh,Aasleagh,10,,53.6166667,-9.6666667
ie,abbevill,Abbevill,04,,51.9666667,-8.5833333
ie,abbeydorney,Abbeydorney,11,,52.35,-9.6833333
ie,abbeyfeale,Abbeyfeale,16,1734,52.3813889,-9.3025
ie,abbeylara,Abbeylara,18,,53.7666667,-7.45
ie,abbeyleix,Abbeyleix,15,1711,52.8991667,-7.3575
ie,abbeyside,Abbeyside,27,,52.0938889,-7.6113889
ie,abbeytown,Abbeytown,20,,54.1716667,-9.1611111
ie,abbeyville,Abbeyville,25,,54.0608333,-8.5036111
ie,abbot's cross roads,Abbot's Cross Roads,12,,52.9138889,-6.8227778
ie,abbotstown,Abbotstown,07,,53.3930556,-6.355
ie,abhoca,AbhÛca,31,,52.8527778,-6.2169444
ie,achadh an iuir,Achadh an I˙ir,02,,53.8338889,-7.0755556
ie,achadh ur,Achadh ⁄r,13,,52.7341667,-7.3988889
ie,adamstown,Adamstown,30,,52.3941667,-6.7169444
ie,aeaun bridge,Aeaun Bridge,01,,52.8433333,-6.6633333
ie,agall,Agall,23,,53.2561111,-7.6016667
ie,aghabog,Aghabog,22,,54.1497222,-7.0894444
ie,aghadruminsh,Aghadruminsh,14,,53.9805556,-7.6980556
ie,aghaglinny north,Aghaglinny North,03,,53.1391667,-9.2188889
ie,aghalenty,Aghalenty,06,,54.99,-7.6838889
ie,aghnaskeagh,Aghnaskeagh,19,,54.0461111,-6.3680556
ie,aghoo,Aghoo,24,,54.0383333,-8.2236111
ie,aglish,Aglish,26,,53.0386111,-8.0863889
ie,an baile mor,An Baile MÛr,29,,53.4833333,-7.6666667
ie,an bothar bui,An BÛthar BuÌ,21,,53.4183333,-6.8352778
il,aavroun,Aavroun,03,,33.047892,35.179946
il,aba hillel,Aba Hillel,01,,31.673194,34.611831
il,`abbasiya,`Abbasiya,02,,32.035,34.886111
il,abu ghaush,Abu Ghaush,06,,31.805925,35.1093
il,abu kabir,Abu Kabir,05,,32.05,34.766667
il,ahutzasamuel,Ahutzasamuel,04,,32.783333,34.983333
il,bayt safafa,Bayt Safafa,,,31.742667,35.203036
im,andreas,Andreas,00,,54.366667,-4.433333
in,aajpur,Aajpur,12,,32.491207,74.755827
in,abad,Abad,28,,22.432778,88.777778
in,abadgarh,Abadgarh,36,,29.581389,77.39
in,abadpura,Abadpura,23,,31.316667,75.566667
in,abara,Abara,35,,21.733333,78.566667
in,abbigeri,Abbigeri,19,,15.583333,75.766667
in,abdul,Abdul,16,,19.666667,76.883333
in,abdullahgarh,Abdullahgarh,10,,30.1685,76.9543
in,abdullahpur,Abdullahpur,39,,30.404167,77.887222
in,abdullapur,Abdullapur,02,,17.321944,78.695
in,abdullapur,Abdullapur,26,,24.35,92.3
in,abdullapuram,Abdullapuram,25,,12.783333,79.666667
in,aberdeen,Aberdeen,01,,11.666667,92.733333
in,abhaipura,Abhaipura,24,,26.7707,75.722
in,abhaipur,Abhaipur,03,,27.033333,94.333333
in,abhanpur,Abhanpur,37,,21.05,81.716667
in,acaro,Acaro,33,,15.533333,73.933333
in,accarapatam,Accarapatam,22,,10.883333,79.833333
in,achad,Achad,09,,20.216667,72.883333
in,achankovil,Achankovil,13,,9.1,77.133333
in,acheshon,Acheshon,30,,28.9,95.966667
in,adaba,Adaba,21,,19.5,84.183333
in,adan,Adan,11,,30.496111,77.755278
in,adapur,Adapur,34,,26.95,84.966667
in,adugiri,Adugiri,18,,25.44684,90.222902
in,aichisagami,Aichisagami,20,,26.116667,94.583333
in,aihol,Aihol,17,,23.933333,93.983333
in,aijal,Aijal,31,,23.724444,92.7175
in,aiyar,Aiyar,38,,23.683333,85.75
in,alipur,Alipur,07,20738,28.8,77.15
in,amal,Amal,06,,20.266667,72.966667
in,atawa,Atawa,05,,30.7267,76.7532
in,bhimpur,Bhimpur,32,,20.45,72.883333
in,bhurtuk,Bhurtuk,29,,27.35,88.6
in,kavaratti,Kavaratti,14,10689,10.566667,72.616667
iq,ababayte,Ababayte,05,,35.1702778,46.0336111
iq,abada,Abada,09,,30.9075,46.7755556
iq,`abad `ali,`Abad `Ali,14,,31.9166667,46.9166667
iq,`abadi dawud salim,`Abadi Dawud Salim,10,,33.7802778,45.5055556
iq,abakhana,Abakhana,07,,33.3333333,44.4
iq,abass at ta±`ma,Abass at Tƒ±`ma,16,,33.0108333,44.6952778
iq,abayachi,Abayachi,18,,33.7672222,44.3802778
iq,`abbas,`Abbas,04,,32.1038889,45.3063889
iq,`abbas,`Abbas,06,,32.3333333,44.4333333
iq,`abbas,`Abbas,12,,32.6794444,44.205
iq,`abbas,`Abbas,17,,32.0788889,44.4430556
iq,`abbas agha,`Abbas Agha,03,,31.4144444,45.1155556
iq,`abbas al husayn,`Abbas al Husayn,01,,33.3558333,44.1055556
iq,abbasiyah,Abbasiyah,08,,37.1372222,42.7025
iq,`abbas rajab,`Abbas Rajab,15,,36.0941667,43.3791667
iq,abdalan,Abdalan,11,,36.0380556,44.6294444
iq,`abdaliyah,`Abdaliyah,02,,30.4788889,47.8675
iq,abugassah,Abugassah,13,,35.3675,44.0525
ir,a`aladar,A`aladar,38,,35.6427,49.315
ir,aaysharud,Aaysharud,01,,38.571131,45.067146
ir,`aba `amud,`Aba `Amud,15,,32.15,48.216667
ir,ab,Ab,28,,32.593056,51.749167
ir,ab,Ab,32,,38.3227,48.3119
ir,aba barik,Aba Barik,26,,35.615833,52.091389
ir,ababi,Ababi,33,,37.3704,48.1377
ir,abad,Abad,04,,26.660418,60.101204
ir,abad,Abad,11,,28.7276,55.6983
ir,abad,Abad,22,,29.0283,51.2492
ir,abadan tappeh,Abadan Tappeh,37,,37.410185,55.251787
ir,abad chehel tan,Abad Chehel Tan,29,,28.5151,58.5302
ir,abad cheshmeh,Abad Cheshmeh,07,,31.033333,52.833333
ir,abadeh,Abadeh,05,,30.948014,50.909213
ir,abadi,Abadi,40,,30.283333,54.233333
ir,abadi,Abadi,42,,34.644722,59.243056
ir,abadi-ye hajj mohammad qoli,Abadi-ye Hajj Mohammad Qoli,03,,31.386389,51.076111
ir,abad mahalleh,Abad Mahalleh,35,,36.604996,52.268498
ir,abad mangeli,Abad Mangeli,43,,36.765272,57.74059
ir,abajanlu,Abajanlu,36,,36.1286,48.1345
ir,abakhshian,Abakhshian,34,,33.8398,49.0489
ir,aba mansuri,Aba Mansuri,41,,33.981667,58.570833
ir,ab ambar,Ab Ambar,09,,34.597,49.0838
ir,ab anar,Ab Anar,23,,33.2137,47.8598
ir,abarheh,Abarheh,25,,35.558126,53.481399
ir,abarjas,Abarjas,39,,34.3375,50.8162
ir,`abassabad,`Abassabad,08,,37.025819,50.325265
ir,ab bareh,Ab Bareh,16,,35.9226,46.6442
ir,ab barik,Ab Barik,13,,34.436845,45.808068
ir,`abbasabad,`Abbasabad,10,,33.1149,47.3588
ir,`abbasabad,`Abbasabad,44,,35.7302,50.8879
ir,karam,Karam,19,,31.1152,61.8138
ir,miandoab,Miandoab,02,132830,36.9694,46.1027
is,abaer,¡bÊr,28,,65.3,-18.866667
is,akranes,Akranes,07,5606,64.316667,-22.1
is,akrar,Akrar,17,,64.633333,-22.383333
is,akurey,Akurey,23,,63.666667,-20.383333
is,akureyri,Akureyri,09,16563,65.666667,-18.1
is,alafoss,¡lafoss,15,,64.166667,-21.683333
is,alftamyri,¡lftam˝ri,36,,65.783333,-23.716667
is,argerdareyri,Argerdareyri,19,,65.883333,-22.383333
is,arnes,¡rnes,30,,66.016667,-21.516667
is,aslaksstair,¡sl·ksstair,10,,64.016667,-22.35
is,aukula,Auk˙la,05,,65.5,-20.033333
is,baer,BÊr,06,,64.383333,-14.8
is,bakkafjorur,Bakkafjˆrur,20,,66.033333,-14.8
is,berunes,Berunes,31,,64.7,-14.266667
is,bildudalur,BÌldudalur,34,204,65.683333,-23.6
is,bjarnarhofn,Bjarnarhˆfn,29,,65,-22.966667
is,braeratunga,BrÊratunga,03,,64.166667,-20.383333
is,breiabolsstair,Breiabolsstair,35,,65.45,-20.716667
is,brettingsstair,Brettingsstair,32,,66.116667,-17.916667
is,buardalur,B˙ardalur,08,,65.116667,-21.766667
is,dyrholahverfi,DyrhÛlahverfi,37,,63.416667,-19.166667
is,eyri,Eyri,04,,65.6,-22.5
is,garhur,Garhur,21,,66.066667,-16.766667
it,abadia a isola,Abadia a Isola,16,,43.383333,11.2
it,abano,Abano,20,,45.35,11.783333
it,abatemarco,Abatemarco,04,,40.133333,15.35
it,abbadia,Abbadia,10,,43.216667,13.4
it,abbadia,Abbadia,12,,45.033333,6.833333
it,abbadia lariana,Abbadia Lariana,09,,45.9,9.333333
it,abbasanta,Abbasanta,14,,40.133333,8.816667
it,abbateggio,Abbateggio,01,,42.216667,14
it,abbazia di pomposa,Abbazia di Pomposa,05,,44.834722,12.182778
it,aberstuckl,Aberst¸ckl,17,,46.766667,11.366667
it,abeto,Abeto,18,,42.833333,13.05
it,abriola,Abriola,02,,40.5,15.816667
it,acaia,Acaia,13,,40.333333,18.283333
it,acate,Acate,15,,37.033333,14.466667
it,acciarella,Acciarella,07,,41.45,12.75
it,acone,Acone,03,,37.983333,15.8
it,acqua,Acqua,08,,44.416667,9.25
it,acquaviva collecroce,Acquaviva Collecroce,11,,41.866667,14.75
it,adegliacco,Adegliacco,06,,46.116667,13.242778
it,advise,Advise,19,,45.716667,7.133333
it,casale san antonio,Casale San Antonio,00,,41.483333,27.783333
je,beaumont,Beaumont,00,,49.196389,-2.158611
jm,aberdean,Aberdean,09,,18.3833333,-77.3666667
jm,aberdeen,Aberdeen,11,,18.2,-77.7
jm,abingdon,Abingdon,02,,18.3833333,-78.3
jm,achendown,Achendown,16,,18.1166667,-77.9833333
jm,acton,Acton,15,,18.4333333,-77.65
jm,adams valley,Adams Valley,04,,18.1166667,-77.6
jm,adelphi,Adelphi,12,,18.45,-77.8
jm,admiral's town,Admiral's Town,08,,17.9833333,-76.8
jm,aeolus valley,Aeolus Valley,14,,17.9,-76.5333333
jm,agua alta vale,Agua Alta Vale,13,,18.2666667,-76.8
jm,albany,Albany,07,,18.1333333,-76.6166667
jm,alexandria,Alexandria,01,,18.0666667,-77.2833333
jm,allenton,Allenton,10,,18.15,-77.05
jm,bournemouth gardens,Bournemouth Gardens,17,,17.9666667,-76.7666667
jo,`abdun,`Abdun,02,,31.942453,35.886729
jo,`abil,`Abil,12,,30.808547,35.601287
jo,abu al `izam,Abu al `Izam,19,,30.159522,35.550893
jo,abu ash shahm,Abu ash Shahm,09,,31.133333,35.75
jo,ad disah,Ad Disah,21,,29.653507,35.514335
jo,al faydah,Al Faydah,00,,32.577168,38.220505
jp,a,A,47,,26.606111,127.923889
jp,abamachi,Abamachi,27,,32.75,129.95
jp,abashiri,Abashiri,12,42498,44.019722,144.258611
jp,abe,Abe,39,,33.783333,134.633333
jp,abeta,Abeta,23,,34.6,136.066667
jp,abika,Abika,19,,35.568611,139.218611
jp,abiko,Abiko,04,131774,35.866667,140.016667
jp,aboshi,Aboshi,13,,34.783333,134.583333
jp,abu,Abu,45,,34.5,131.466667
jp,aburakawa,Aburakawa,03,,40.85,140.7
jp,aburatsu,Aburatsu,25,,31.533333,131.35
jp,achigaya,Achigaya,37,,34.833333,138.2
jp,adakai,Adakai,36,,35.433333,133.133333
jp,adami,Adami,08,,37.483333,140.266667
jp,adino,Adino,31,,34.466667,133.8
jp,aeba,Aeba,35,,35.366667,136.033333
jp,aga,Aga,11,,34.233333,132.6
jp,aga,Aga,41,,35.35,133.333333
jp,agano,Agano,29,,37.773916,139.221922
jp,agare,Agare,18,,28.316667,129.933333
jp,age,Age,02,,39.333333,140.45
jp,agematsu,Agematsu,26,,35.783333,137.7
jp,ageno,Ageno,06,,35.71,136.093333
jp,ageo,Ageo,34,219405,35.969722,139.588611
jp,ago,Ago,43,,33.6,135.483333
jp,agura,Agura,20,,33.516667,134.166667
jp,aida,Aida,05,,34.165278,133.036389
jp,aikawa,Aikawa,16,,38.966667,141.216667
jp,aikawa,Aikawa,24,,38.6,141.5
jp,aimata,Aimata,10,,36.716667,138.9
jp,aimi,Aimi,01,,35.033333,137.016667
jp,aimoto,Aimoto,42,,36.85,137.55
jp,aitsu,Aitsu,21,,32.5,130.433333
jp,aji,Aji,17,,34.383333,134.133333
jp,akabane,Akabane,40,,35.766667,139.716667
jp,akaike,Akaike,07,,33.7,130.766667
jp,akakura,Akakura,38,,36.666667,139.45
jp,akakura,Akakura,44,,38.707222,140.551944
jp,akamatsucho,Akamatsucho,33,,33.25,130.3
jp,akane,Akane,30,,33.6,131.583333
jp,akasaka,Akasaka,09,,35.383333,136.583333
jp,akasaki,Akasaki,15,,37.166667,136.683333
jp,amagase,Amagase,28,,34.2,135.983333
jp,ami,Ami,14,48257,36.033333,140.2
jp,amino,Amino,22,,35.683333,135.033333
jp,arakura,Arakura,46,,35.483333,138.333333
jp,asakayamacho,Asakayamacho,32,,34.583333,135.5
ke,abarat,Abarat,02,,-0.5747222,39.7347222
ke,ahero,Ahero,07,8788,-0.1833333,34.9166667
ke,ainamoi,Ainamoi,08,,-0.3,35.2833333
ke,aisere,Aisere,09,,0.2333333,34.7
ke,ajao,Ajao,06,,2.95,39.7
ke,archers post,Archers Post,03,,0.65,37.6833333
ke,bahati,Bahati,05,,-1.2833333,36.85
ke,baricho,Baricho,01,,-0.55,37.25
kg,abdykalyk,Abdykalyk,03,,41.7666667,72.05
kg,acha-kaindy,Acha-Kaindy,04,,41.1422222,75.8111111
kg,achiksu,Achiksu,05,,39.4833333,72.4833333
kg,ak-bashin,Ak-Bashin,02,,42.8,75.2666667
kg,ak-bulak,Ak-Bulak,07,,42.7333333,78.25
kg,ak-dzhol,Ak-Dzhol,01,,42.9383333,74.4886111
kg,ak-tam,Ak-Tam,06,,41.8333333,71.2
kg,ak-turpak,Ak-Turpak,09,,40.1863889,71.0552778
kg,arab,Arab,00,,41.5833333,70.3166667
kh,achea thik,Achea Thik,16,,13.5,103.6
kh,achen,Achen,09,,12.8666667,105.9333333
kh,aelong lok,Aelong Lok,05,,12.6833333,104.95
kh,aleng,Aleng,03,,12.1666667,104.6166667
kh,amphil,Amphil,20,,14.2355556,103.1355556
kh,ampil,Ampil,02,,11.7833333,105.1
kh,ampil,Ampil,04,,11.4166667,104.1666667
kh,ampil,Ampil,19,,11.3166667,104.9166667
kh,ampil pram dem,Ampil Pram Dem,01,,13.2666667,102.7666667
kh,an binh,An Binh,14,,11.0333333,105.2
kh,andaung pech,Andaung Pech,15,,13.7,107.2
kh,andaung por,Andaung Por,18,,11.3666667,105.8
kh,andaung tuk,Andaung Tuk,08,,11.1833333,103.4833333
kh,ang khan,Ang Khan,12,,12.7666667,103.65
kh,ang tit ui,Ang Tit Ui,11,,11.5,104.8666667
kh,anlong,¬nlÛng,10,,13.0833333,106.4166667
kh,anlong kray,Anlong Kray,17,,13.6666667,105.6333333
kh,anlong preng,Anlong Preng,06,,10.6666667,103.9
kh,aranh chas,Aranh Chas,25,,13.605,102.7244444
kh,bahal,Bahal,13,,13.7833333,104.9666667
kh,battachi,B‚ttachi,07,,11.45,104.9333333
ki,abaokoro,Abaokoro,00,,1.4666667,173.0166667
km,accua,Accua,01,,-12.7333333,45.05
km,agniamouada,Agniamouada,03,,-12.3166667,43.85
km,anihani,Anihani,02,,-11.4108333,43.2952778
kn,bachelor hall,Bachelor Hall,04,,17.1333333,-62.5166667
kn,barnabys village,Barnabys Village,05,,17.2,-62.55
kn,barnes ghaut,Barnes Ghaut,12,,17.1666667,-62.6
kn,basseterre,Basseterre,03,12920,17.3,-62.7166667
kn,bath,Bath,07,,17.1333333,-62.6166667
kn,bayford's,Bayford's,11,,17.3333333,-62.7166667
kn,belle vue,Belle Vue,06,,17.4,-62.7833333
kn,boreo,Boreo,01,,17.3833333,-62.7333333
kn,boyd's,Boyd's,15,,17.2833333,-62.7666667
kn,burts,Burts,02,,17.3666667,-62.8166667
kn,cayon,Cayon,08,788,17.35,-62.7333333
kn,half way tree,Half Way Tree,13,,17.3333333,-62.8166667
kn,heldens,Heldens,09,,17.4,-62.8333333
kp,aanshu,Aanshu,15,,39.6177778,125.6647222
kp,abuamni,Abuamni,11,,40.1633333,125.5261111
kp,achadong,Achadong,12,,38.9633333,125.6475
kp,achigonni,Achigonni,09,,39.3777778,127.3802778
kp,achondong,Achondong,07,,38.8852778,126.2938889
kp,adongni,Adongni,03,,39.6733333,127.3061111
kp,adukpa,Adukpa,01,,40.9666667,126.8333333
kp,aeamdong,Aeamdong,17,,41.2,129.7
kp,aecholli,Aecholli,06,,38.2788889,125.3302778
kp,aedangdong,Aedangdong,14,,38.7688889,125.4338889
kp,aedong,Aedong,08,,38.1966667,126.8266667
kp,allyangkol,Allyangkol,13,,40.8336111,128.2780556
kp,anjudong,Anjudong,18,,42.2338889,130.3161111
kr,aaraeangol,Aaraeangol,20,,35.555093,127.618664
kr,abangsil,Abangsil,14,,36.3448,129.0511
kr,achae,Achae,06,,37.2296,127.7582
kr,achanori,Achanori,13,,37.8784,127.0645
kr,achasil,Achasil,05,,36.7,127.783333
kr,a chigu,A Chigu,19,,36.3704,127.4738
kr,achimgari,Achimgari,12,,37.6925,126.496667
kr,achinae,Achinae,17,,36.721111,126.130833
kr,achon,Achon,16,,34.766667,126.1
kr,aenggok,Aenggok,03,,35.804036,127.029739
kr,aewol,Aewol,01,,33.464444,126.318333
kr,ahyondong,Ahyondong,11,,37.5546,126.9507
kr,amdong,Amdong,15,,35.65,128.416667
kr,amnamdong,Amnamdong,10,,35.066667,129.016667
kr,anchongni,Anchongni,18,,35.216667,126.8
kr,ane,Ane,21,,35.69,129.119444
kw,abi huleifa,Abi Huleifa,02,,29.132222,48.126111
kw,ad dawhah,Ad Dawhah,05,,29.314444,47.811944
kw,ad diba`iyah,Ad Diba`iyah,04,,28.933333,48.166667
ky,banksville,Banksville,00,,19.7,-79.85
kz,12 dekabrya,12 Dekabrya,01,,43.415556,76.898333
kz,15 kazakhstana,15 Kazakhstana,10,,41.412778,68.917778
kz,15 let kazakhstana,15 Let Kazakhstana,16,,53.209722,67.348056
kz,18 parts''yezd,18 Parts''yezd,11,,53.210278,75.608333
kz,1-e maya,1-e Maya,12,,49.483333,73.741667
kz,1 may,1 May,14,,43.834722,67.176944
kz,abalsha,Abalsha,15,,51.066667,78.533333
kz,abay,Abay,03,,50.721111,69.527778
kz,abay,Abay,04,,50.774722,61.796944
kz,abay,Abay,13,,53.906111,64.859722
kz,abdrakhman-mechet',Abdrakhman-Mechet',07,,50.1,53.183333
kz,adayevskaya,Adayevskaya,06,,47.066667,53.8
kz,akbakay,Akbakay,17,,45,72.783333
kz,akmola,Akmola,05,,51.181111,71.427778
kz,akshimrau,Akshimrau,09,,44.8,52.833333
kz,alma-ata,Alma-Ata,02,,43.25,76.95
kz,baykonur,Baykonur,08,,45.666667,63.333333
kz,begodzhan,Begodzhan,00,,41.433333,65.633333
la,a alao,A Alao,10,,16.416667,106.433333
la,a cha,A Cha,08,,21.4,102.216667
la,achiang,Achiang,09,,16.283333,106.916667
la,a cho lao sa,A Cho Lao Sa,18,,21.3175,102.1625
la,ang kham,Ang Kham,20,,16.966667,106.133333
la,ang kouan,Ang Kouan,03,,20.311389,104.294444
la,atpu,Atpu,01,,14.8,106.833333
la,bachong nay,Bachong Nay,06,,20.766667,102.75
la,bai nong deng,Bai Nong Deng,02,,14.75,105.616667
la,bakxuang,Bakxuang,17,,19.97,102.245556
la,ban ai,Ban Ai,07,,21.068333,102.055833
la,ban ai one,Ban Ai One,16,,21.05,101.6
la,ban alao,Ban Alao,15,,17.185556,106.163333
la,ban amon,Ban Amon,21,,18.010278,102.670833
la,ban an,Ban An,14,,19.601944,102.977778
la,ban ang,Ban Ang,11,,18.015278,102.396667
la,ban at nha,Ban At Nha,25,,18.266667,103.183333
la,ban aychai,Ban AychaÌ,22,,20.611667,100.415
la,ban bac,Ban Bac,19,,15.85,106.783333
la,ban bak mane,Ban Bak Mane,13,,18.133333,101.383333
la,ban bakxebangfai,Ban BakxÈbangfai,04,,16.95,104.75
la,ban chavan,Ban Chavan,26,,15.35,107.066667
la,ban chouang,Ban Chouang,27,,19.347222,102.633333
la,ban coue,Ban Coue,23,,18.4,103.6
la,ban don,Ban DÙn,24,,18.016667,103.066667
lb,aaba,A‚ba,03,,34.35,35.8333333
lb,aabassiye,Aab‚ssÓye,02,,33.3,35.2833333
lb,aabba,Aabba,04,,33.3597222,35.4027778
lb,aabboud,Aabbo˚d,05,,34.1,35.85
lb,aabd el fattah,Aabd el Fatt‚h,01,,33.6666667,35.85
lb,aabra,Aabra,06,,33.5666667,35.4047222
lc,anbre,Anbre,08,,13.8166667,-60.9166667
lc,annus,Annus,07,,13.7666667,-61.0
lc,anse canot,Anse Canot,05,,13.9,-60.9
lc,anse la raye,Anse La Raye,01,,13.9333333,-61.0333333
lc,augier,Augier,10,,13.75,-60.9666667
lc,babonneau,Babonneau,03,,14.0,-60.9333333
lc,beausejour,BeausÈjour,09,,13.8166667,-61.05
lc,bois d'orange,Bois d'Orange,06,,14.05,-60.9666667
lc,cafeiere,CafÈiËre,04,,13.7833333,-61.0333333
lc,chassin,Chassin,02,,13.9833333,-60.9166667
lc,d'aubaigon,D'Aubaigon,11,,13.8333333,-60.9166667
li,balzers,Balzers,01,4447,47.0666667,9.5
li,bendern,Bendern,03,,47.2166667,9.5
li,blanken,Blanken,05,,47.1833333,9.5333333
li,ebaholz,Ebaholz,11,,47.15,9.5166667
li,eschen,Eschen,02,4008,47.2166667,9.5166667
li,gaflei,Gaflei,10,,47.1333333,9.5333333
li,hinterer schellenberg,Hinterer Schellenberg,08,,47.2333333,9.5333333
li,mauern,Mauern,04,,47.2166667,9.5333333
li,rugell,Rugell,06,,47.2333333,9.5166667
li,schaan,Schaan,07,5748,47.1666667,9.5
li,triesen,Triesen,09,4701,47.1,9.5333333
lk,abakolawewa,Abakolawewa,32,,7.65,80.3333333
lk,abakolawewa,Abakolawewa,34,,6.1833333,80.8
lk,abasingammedda,Abasingammedda,29,,7.3166667,80.6666667
lk,abuwangala,Abuwangala,33,,7.3166667,80.3166667
lk,acharigama,Acharigama,30,,8.0166667,80.4666667
lk,achchankulam,Achchankulam,31,,8.8333333,79.9333333
lk,adikarigoda,Adikarigoda,36,,6.45,80.0166667
lk,agalle,Agalle,35,,6.75,81.5
lr,aden,Aden,09,,6.5333333,-8.85
lr,african jordan,African Jordan,11,,6.0,-9.8333333
lr,agikolazizu,Agikolazizu,05,,8.35,-9.7166667
lr,ajoi,Ajoi,01,,6.65,-9.55
lr,akabomen,Akabomen,02,,5.2316667,-8.3869444
lr,aljennah,Aljennah,14,,6.6577778,-10.5975
lr,amina,Amina,15,,6.5261111,-10.8463889
lr,ansiah,Ansiah,17,,6.6286111,-10.0797222
lr,apo,Apo,08,,7.05,-10.8
lr,aruan point,Aruan Point,10,,4.9430556,-8.9016667
